Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2023-05-12,170.34095764160156,110.26000213623047,116.54673767089844,301.822265625,167.97999572753906
2023-05-15,169.84739685058594,111.19999694824219,115.55493927001953,302.3009033203125,166.35000610351562
2023-05-16,169.84739685058594,113.4000015258789,118.53034973144531,304.5281677246094,166.52000427246094
2023-05-17,170.45938110351562,115.5,119.84944915771484,307.4064025878906,173.86000061035156
2023-05-18,172.78890991210938,118.1500015258789,121.82313537597656,311.83148193359375,176.88999938964844
2023-05-19,172.89749145507812,116.25,121.75371551513672,311.6552734375,180.13999938964844
2023-05-22,171.94989013671875,115.01000213623047,124.02493286132812,314.4356384277344,188.8699951171875
2023-05-23,169.34397888183594,114.98999786376953,121.55534362792969,308.6399841308594,185.77000427246094
2023-05-24,169.620361328125,116.75,119.90895080566406,307.25958251953125,182.89999389648438
2023-05-25,170.75552368164062,115.0,122.46780395507812,319.0761413574219,184.47000122070312
2023-05-26,173.1640167236328,120.11000061035156,123.58854675292969,325.8997802734375,193.1699981689453
2023-05-30,175.0098419189453,121.66000366210938,122.65625,324.2550354003906,201.16000366210938
2023-05-31,174.9604949951172,120.58000183105469,121.86280059814453,321.4942932128906,203.92999267578125
2023-06-01,177.7637939453125,122.7699966430664,122.7058334350586,325.5962219238281,207.52000427246094
2023-06-02,178.61268615722656,124.25,123.6480484008789,328.3570556640625,213.97000122070312
2023-06-05,177.26039123535156,125.30000305175781,124.9770736694336,328.88568115234375,217.61000061035156
2023-06-06,176.89517211914062,126.61000061035156,126.26640319824219,326.6732177734375,221.30999755859375
2023-06-07,175.5231475830078,121.2300033569336,121.49583435058594,316.5895080566406,224.57000732421875
2023-06-08,178.23760986328125,124.25,121.1387939453125,318.42999267578125,234.86000061035156
2023-06-09,178.6226043701172,123.43000030517578,121.22805786132812,319.92791748046875,244.39999389648438
2023-06-12,181.416015625,126.56999969482422,122.62648010253906,324.8816223144531,249.8300018310547
2023-06-13,180.9422149658203,126.66000366210938,122.81493377685547,327.2703857421875,258.7099914550781
2023-06-14,181.57395935058594,126.41999816894531,122.65625,330.2563171386719,256.7900085449219
2023-06-15,183.6073455810547,127.11000061035156,124.0645980834961,340.7904357910156,255.89999389648438
2023-06-16,182.5314483642578,125.48999786376953,122.51738739013672,335.1416015625,260.5400085449219
2023-06-20,182.6202392578125,125.77999877929688,122.0909194946289,330.95135498046875,274.45001220703125
2023-06-21,181.58383178710938,124.83000183105469,119.56182861328125,326.5556945800781,259.4599914550781
2023-06-22,184.58456420898438,130.14999389648438,122.1405029296875,332.5765380859375,264.6099853515625
2023-06-23,184.2686767578125,129.3300018310547,121.33714294433594,327.9849853515625,256.6000061035156
2023-06-26,182.8769073486328,127.33000183105469,117.36993408203125,321.6998291015625,241.0500030517578
2023-06-27,185.63087463378906,129.17999267578125,117.36002349853516,327.54449462890625,250.2100067138672
2023-06-28,186.80548095703125,129.0399932861328,119.19485473632812,328.797607421875,256.239990234375
2023-06-29,187.14108276367188,127.9000015258789,118.12371826171875,328.0144348144531,257.5
2023-06-30,191.46453857421875,130.36000061035156,118.71879577636719,333.38916015625,261.7699890136719
2023-07-03,189.97406005859375,130.22000122070312,118.91715240478516,330.8926696777344,279.82000732421875
2023-07-05,188.858642578125,130.3800048828125,120.75199127197266,331.04931640625,282.4800109863281
2023-07-06,189.33241271972656,128.36000061035156,119.12544250488281,334.1037902832031,276.5400085449219
2023-07-07,188.2169952392578,129.77999877929688,118.50059509277344,330.1388244628906,274.42999267578125
2023-07-10,186.1737518310547,127.12999725341797,115.49542236328125,324.862060546875,269.6099853515625
