Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2022-01-04,-0.012691436687904845,-0.016915587005979504,-0.004083180111949192,-0.01714716120458204,-0.041832696836128
2022-01-05,-0.026599991114245825,-0.018893091563845,-0.04587615471088158,-0.03838781385728107,-0.05347121367683638
2022-01-06,-0.0166935234549086,-0.006710981961323137,-0.00019954870948268866,-0.007902000604502746,-0.02152337383085412
2022-01-07,0.0009886436081674166,-0.004287778294336242,-0.005303113223773748,0.0005098125315989854,-0.035446567451716815
2022-01-10,0.00011602032357260761,-0.006570176170610398,0.012060379034709356,0.0007324191716657769,0.03034195341380186
2022-01-11,0.0167838658993249,0.024002125643924677,0.007691148727420716,0.0022594225928982414,0.005935024657598653
2022-01-12,0.002570052775324738,-0.0009373300985386912,0.012126388812277789,0.010444864180233937,0.039289748931841784
2022-01-13,-0.01902796757931602,-0.024169655027437842,-0.020105166961444154,-0.04232265515774114,-0.06749107331435766
2022-01-14,0.0051108223265670105,0.005731487003565627,0.006447055657711864,0.0177166197516736,0.017497758575059086
2022-01-18,-0.018894058376669465,-0.019862738846190164,-0.024967507946944578,-0.024339202682556516,-0.01819724123253097
2022-01-19,-0.02102490150087477,-0.016477101806013472,-0.006481663530438664,0.0022468389302368053,-0.0338278969185718
2022-01-20,-0.010347047566194312,-0.02963230963415675,-0.013388693991740364,-0.005703458509207393,0.0006227038828787723
2022-01-21,-0.012765194711589323,-0.05950180896147472,-0.02217413508062771,-0.018467972772168495,-0.05256606712507206
2022-01-24,-0.004864398553469318,0.01332698348311534,0.003471270635418078,0.001148381725759151,-0.014726129872195681
2022-01-25,-0.011384519288296757,-0.031533745543573244,-0.029578630035093645,-0.02658845068006821,-0.012473124842489969
2022-01-26,-0.0005633085299960872,-0.007954330670553511,0.01810378989071193,0.028493321745880484,0.02069905258271132
2022-01-27,-0.00294331525570235,0.005508645722495764,-0.0017642287108029509,0.010549124695610201,-0.11554175561970448
2022-01-28,0.0697777456981119,0.031084056738273746,0.033688470303250284,0.028081584766525225,0.020805692766870276
2022-01-31,0.026125749210165194,0.03886361030218932,0.014642027621782683,0.008823794834771803,0.10677611383930952
2022-02-01,-0.000972561472290856,0.010830762802234384,0.01729795814778301,-0.007138671950445485,-0.0058395266373975074
2022-02-02,0.007043981122816456,-0.0038427158906232384,0.07523764090682894,0.015222206455129728,-0.02747919159891432
2022-02-03,-0.016719695728851125,-0.0781276325178123,-0.03317577667773408,-0.038952663289987255,-0.016032495024879134
2022-02-04,-0.0016792958068740926,0.13535901735711864,0.0014188217521846624,0.01556884769749689,0.03611110968421327
2022-02-07,-0.004234481105097165,0.0018777353189827206,-0.028556869640990357,-0.016310648553229945,-0.01730718642133755
2022-02-08,0.018466883338861484,0.022021627828944013,0.0014224301428751307,0.01199512443018036,0.0161571905234128
2022-02-09,0.00829357532073427,-0.0013877341505965646,0.0157316721345635,0.021835288099940175,0.010845920427172029
2022-02-10,-0.02359878305274521,-0.013561706274733853,-0.02098984636718082,-0.028373087964962962,-0.029452771017468238
2022-02-11,-0.020218557232724366,-0.03591110674363196,-0.03129055504298439,-0.02427426388790299,-0.04925102969626416
2022-02-14,0.0014231797387078693,0.012221683270054351,0.009260444222227271,-0.0001356453036027716,0.01832566437213501
2022-02-15,0.023152477226995982,0.008658352201907249,0.007987375675812425,0.018542313842016434,0.053290764282768466
2022-02-16,-0.0013889082919447127,0.010159039538768955,0.008268138329819319,-0.0011669728585175232,0.0010407532409399955
2022-02-17,-0.021269202460189374,-0.021808901106176726,-0.03774549713648345,-0.029282244216830233,-0.05094269900666093
2022-02-18,-0.00935579003281084,-0.013261957754408193,-0.01611619437310463,-0.009631134044087775,-0.022103035296720752
2022-02-22,-0.01781229107567439,-0.015753494788264932,-0.004520509351305213,-0.0007291487027288879,-0.04136624223452856
2022-02-23,-0.025864128712844048,-0.03575624663287669,-0.017143908544014264,-0.02589341485875607,-0.06997917599526948
2022-02-24,0.01668022276100678,0.04509522427819257,0.03999601112471751,0.051093911169721506,0.04807345500262783
2022-02-25,0.012965605598769914,0.01605793012842116,0.013328032312573734,0.009233042770555366,0.011364031324829549
2022-02-28,0.0016378511491172976,-0.0014662630028149382,0.004443628246033393,0.004977812958250949,0.07477746853358713
2022-03-01,-0.011628053935714311,-0.015765550251120253,-0.00737092872266587,-0.012851834055459754,-0.006962143345558558
2022-03-02,0.020588188422828724,0.0060241839623909055,0.003804180363754961,0.017765769670154086,0.01795529711451649
2022-03-03,-0.0019811108171007286,-0.027319556126581324,-0.004993606939260431,-0.01422415894890472,-0.04614210448825773
2022-03-04,-0.018408401414226283,-0.0152637929917393,-0.014884345659493703,-0.020478533923914854,-0.0011915196265851469
